Id,Sales
13700,8658.59657967014
31676,5563.54390926016
12844,7586.4137144138
18836,5097.72134907928
16269,6823.22917679837
23973,7599.60902427564
4285,6050.37160818791
11989,8311.83981668343
11133,7904.56143359583
861,7492.45576996565
23117,7371.76508310396
1717,7818.5789261451
5997,5855.57725240187
5,7396.61299336302
17125,6576.39621305958
34245,6299.94592294153
22261,5996.13178574522
21405,4540.46646605644
26541,10663.8010845326
9421,3509.86292595335
30821,5768.43171500537
10277,5712.82698028509
35101,7239.19550276253
33389,4265.1339046841
35957,7783.51881375405
5141,5890.06128365707
12845,8775.52560834807
6853,5977.03687509361
36813,7670.43595745777
20549,7093.64779642134
3429,4194.67799840997
32533,7034.29590299352
2573,10659.1134007503
8565,7610.1992134651
24829,7837.1697463974
29109,6132.47997043465
18837,6018.71399890357
25685,8667.41281446293
15413,4580.67122599735
40237,6295.29663414583
38525,11368.7082170779
7709,5986.16559835402
17981,6424.77857859874
39381,3724.8955396907
27397,4072.88034845812
29965,5609.9155073653
31677,5873.0348393149
19693,5883.37386102411
14557,10973.3197616811
28253,6490.33206654414
13701,9291.40241101301
37669,8064.63726732679
24830,5821.82259590214
34246,5051.12410540331
35102,5789.10727142664
10278,4918.73497468273
20550,5329.8573446142
5142,5417.58747214279
16270,5091.74881328042
22262,4193.46977668329
15414,6108.00847613384
30822,5069.32096323747
11990,6036.15695055396
6,5784.85698719422
11134,5741.44640864769
8566,6045.19720091556
862,6263.12829594192
29966,3665.73186945244
13702,6598.16075460251
17126,5602.18865783112
26542,7064.09481056294
39382,6133.11173193915
1718,6820.3336902601
17982,5107.51413066317
33390,5909.49274558141
27398,5595.48109275007
29110,5331.53529620876
2574,7481.56555862162
19694,4714.11019053054
40238,5002.55194366148
35958,5852.85785876868
3430,5098.60154109137
28254,5051.5722068077
9422,5158.55657076307
32534,5746.89803631458
36814,6013.10206840895
18838,4908.4565546317
23118,5899.74369275564
4286,4934.12472195435
14558,6476.55401549212
38526,7316.77612194926
12846,6690.4580514081
6854,5276.70752122533
25686,6427.31611289914
21406,5569.39503573453
23974,6093.22833318792
7710,5767.49092255606
37670,6365.28224188585
31678,5414.44133711806
5998,5206.40293028041
5143,6802.54532892118
22263,5528.0544941922
4287,5772.87917266973
26543,9001.38333747198
10279,5164.56311897726
24831,8575.17785535391
27399,4550.58646535995
29111,6623.20574367677
18839,7181.81056946453
23975,8209.77559255722
11135,7456.09093406455
25687,8034.8015093687
19695,6016.41809818657
30823,7491.89123224372
13703,9486.53316392201
15415,4425.63632005991
33391,4067.6775657699
9423,4006.53197173431
29967,6126.1542462881
17983,7081.3781585106
14559,12102.2915004261
35959,7895.88089363977
2575,9688.06199802542
8567,6974.14991983546
32535,7397.83359408906
6855,7204.45138198091
863,8811.976885321
3431,3992.63301984845
39383,4240.36381919944
23119,7786.44437824602
21407,4579.66200064469
20551,6606.6623838474
40239,5795.58252883869
16271,7437.77256105774
7711,6627.65464073343
37671,8603.85176541964
12847,9659.90187989214
28255,6275.49459067092
31679,6922.48306705284
5999,6823.09901619778
36815,8712.35172081037
35103,7354.86736937939
17127,6831.42778569758
1719,8733.66720115693
11991,8332.06426523587
34247,5704.57750919667
7,7322.92700643321
38527,10397.6237961948
33392,4610.56780438727
26544,10151.3843395924
15416,5176.4293208033
23120,7891.61194116556
9424,3950.74607153723
10280,4660.39094247225
3432,5237.97381031461
22264,5737.23658273871
35960,8298.24693714606
13704,9256.0752034383
27400,5279.69306131903
24832,8686.93624918411
28256,6766.52030787257
25688,8911.61909047889
4288,6093.90255192897
2576,11388.9918532518
7712,5663.08711787118
6856,6085.57304920836
30824,6084.3658104033
5144,6144.96345487629
11136,7496.24427497371
39384,4135.51162312743
14560,13163.4496700615
21408,5508.53179204758
35104,8159.33110561716
40240,5578.25243318387
31680,6082.81068264795
864,8830.41927877031
20552,6245.19039610122
8568,6835.76224074086
23976,8587.59419649704
29968,5508.43721547796
36816,9027.4603747351
38528,11601.6163709155
17128,6395.44312157069
34248,5892.48320567483
16272,6767.04955741118
29112,6172.37297451485
8,8310.00871002347
32536,6465.4564293003
12848,8753.24802113735
11992,8331.15040697219
17984,6398.40236579845
6000,6190.47373797479
19696,5293.58565284194
18840,6116.11199221776
37672,8735.05009522715
1720,9237.51922008055
9425,4671.29502582866
23121,6205.37726777635
7713,3441.77610440519
22265,3733.75374739107
23977,5891.49970662237
13705,6634.38421309134
24833,5991.02661558812
5145,3566.87907163648
35105,6806.29014659353
3433,5374.34817982659
30825,3568.29142787897
10281,4059.91682976419
34249,4386.1476420888
28257,4531.34572056569
33393,5077.03935064078
11137,6613.29494932085
15417,5333.63093468923
865,5716.07013271264
35961,6194.90971809347
25689,6201.12306427122
27401,4923.44782276124
4289,4273.44172824472
39385,5243.22252630357
38529,8482.35463408625
20553,3797.42579435312
36817,6518.42378853935
2577,7139.54040410416
29969,3728.88802289673
32537,3743.77565569561
37673,6618.03386644074
19697,3310.58014732149
14561,7065.26054603235
21409,4773.5637708224
12849,6500.41821824639
40241,4502.45231888249
18841,3886.08652868557
31681,3638.2242985613
16273,4679.86701890157
26545,7765.9440498379
29113,4054.13113104228
17985,3916.51728524481
8569,4135.55896201704
11993,5944.63443810203
1721,6174.91095998316
6857,3567.89318893429
6001,3621.0678712972
17129,3814.50413025788
9,5021.41677839358
23122,5732.91500789439
39386,3565.30741917379
35106,5691.17512108561
13706,6256.96622447454
24834,5946.30738208216
36818,5862.05415604048
8570,5270.7364763569
3434,3617.2977685273
4290,3640.21351573
27402,3346.94571937818
26546,7717.93186827091
19698,4276.35328706593
5146,5002.51854146012
40242,3160.40280409841
2578,7928.41409179633
29970,4283.9064717874
33394,3277.97883790528
30826,5069.88674068237
15418,3350.19122690692
25690,6303.35998810342
28258,3765.40134683567
38530,7596.2826882806
9426,3640.57814982627
32538,5222.03998852358
6002,4878.73178515499
31682,4874.06638092365
37674,6497.17630359548
35962,5805.81845176935
21410,3382.18740255575
34250,3177.7742517572
22266,3167.07588845481
17130,4691.63108467047
29114,4592.33930723354
866,5618.63903797963
16274,3416.35273155256
7714,4933.39526810662
14562,8614.16496084956
10282,3490.92642463684
18842,4373.92675824155
17986,4619.38528467222
6858,4829.56840243733
1722,6486.84768485674
11138,6277.75161723332
23978,5980.75514832704
20554,5083.81894346208
10,5434.30963334087
11994,6127.83735059227
12850,5752.81026416257
3435,4433.10212183381
8571,5921.56756909638
33395,4823.85475900819
32539,5814.14220795209
5147,5916.17599313033
30827,5776.43740319951
2579,8406.07586187929
25691,7850.86854019155
19699,5124.45725934537
7715,5554.33899120657
22267,5628.75041445937
35107,7958.50003816693
16275,6570.64040001416
867,7253.13586443077
23123,7763.13725292968
9427,3795.28914345939
28259,6352.26642714461
10283,4686.35326962892
29115,6058.51424471569
4291,5503.5109713572
21411,4992.21269559021
34251,6209.07765959337
11139,7031.97484012686
17131,5594.22698652046
36819,7011.32701182655
26547,8988.06017030994
18843,5528.47107034843
13707,7615.90661599077
39387,4433.55038555765
37675,7388.89189523492
11995,7308.37849877819
6003,5430.84814788233
14563,11282.487981766
23979,7751.9128110002
40243,5483.65123804667
20555,5790.96844290212
35963,7596.75364954695
29971,4922.52743017932
15419,4617.69796356019
6859,5341.80772069635
38531,9388.18779499193
12851,7276.60529559987
27403,5004.48010571074
17987,6020.58006323217
24835,7740.77104386748
11,7024.20552756042
1723,7391.89476151698
31683,5629.00276068852
8572,7445.36009187468
22268,4855.85228096912
23124,8265.03193684328
33396,4833.09849205981
40244,4754.30549532685
3436,4949.04330346258
7716,6731.22532845789
13708,9137.27449066447
5148,6652.54505578385
28260,5932.8747501923
2580,11388.7202979217
29972,5513.01553254389
9428,3609.11856899946
20556,7100.96559585498
36820,8822.13562515312
35964,8490.37596815012
23980,8353.09475703883
15420,4523.31753158564
6860,6839.35572935213
32540,7412.09353883415
19700,6259.80766671138
39388,3975.68262512989
35108,8051.40252883802
10284,4728.47192929117
29116,6964.07938430829
16276,5483.45771033335
12,7992.41173056839
21412,5079.54853853921
4292,5470.25643724878
11140,7729.60105366836
17132,6815.22241620949
12852,8168.07530806399
26548,9936.56918193087
868,8949.07943333433
30828,6609.20870373901
27404,5197.5309909346
24836,8192.60582895804
31684,6933.71022906062
6004,6786.36315307386
34252,5163.8193065385
14564,10674.4755365077
18844,6551.34073616153
37676,8996.55966816855
38532,10950.9455172722
17988,6927.89283004712
1724,9399.38725312789
11996,8568.93963939663
25692,8821.11754175676
21413,3968.72954656728
24837,7935.56347714744
3437,4502.88182204364
9429,3167.55631358289
23981,7600.64563126091
35109,7238.67075785357
39389,3792.40476228355
4293,4589.52785506697
7717,6051.20846651197
34253,4640.28764346366
15421,4595.83193252987
22269,3873.16316457992
28261,4826.82353633295
26549,10197.4493088168
13709,8147.03656311394
36821,7022.12221176123
23125,7499.46243365525
16277,5120.74859688062
29117,6412.27717499837
40245,4549.9831437248
14565,9256.86977867527
35965,7438.15565590424
11141,7588.33147595614
17133,7434.83615590979
8573,6153.23337280009
32541,6469.61425159392
5149,6181.75281368541
30829,5855.15278746912
20557,6070.64452018049
37677,7614.0399843605
10285,3573.26464402162
11997,7634.10296507106
25693,8669.74437760127
12853,7914.21766964238
29973,4955.3636706715
2581,9440.18517654268
19701,5558.90773116204
27405,4290.08138873741
6861,5931.54503797375
38533,9726.65183639004
33397,3866.9831880014
13,7589.42445497798
1725,8239.05859118938
869,7538.09478674745
31685,6035.46033548267
17989,6498.09974363597
6005,6106.02213160539
18845,5724.51094659685
5150,8165.94095231396
3438,6619.26489940922
13710,10011.0534440774
39390,5947.24330177648
35110,7863.94619759929
2582,9929.16077085576
23982,9375.85697396897
8574,9030.68978120459
36822,9476.98326784425
23126,7783.04369893142
26550,11251.571671004
30830,8718.28686688976
14566,10469.1912981071
29974,7793.80026902307
21414,6936.51490100381
4294,6399.89776218225
11142,8588.82289263303
22270,5733.82828462674
28262,7095.28535335904
32542,8340.50033068406
19702,8260.23252136356
38534,10671.9611437333
24838,9127.77143828172
10286,5681.23340702638
29118,8702.56009060794
1726,10075.6927221516
20558,8170.14788045971
16278,6846.8422451179
40246,5115.54438689454
34254,5396.35430683089
25694,9844.20974343129
15422,7413.19649047538
12854,8896.82484275818
14,8511.00230955047
18846,8443.81905745345
870,8598.14212715327
9430,5836.53459042761
33398,6128.55047167869
6006,8250.16203052006
37678,10266.4542525172
11998,8704.25352912228
6862,8681.89186803005
35966,8891.32785513813
7718,8464.51799273728
17134,7486.2124917947
27406,6879.0483502625
31686,8727.84645206885
17990,8347.34450113561
3439,5031.25496839601
16279,5629.31955175386
23127,6412.12427237797
13711,6316.31778166884
30831,3698.98308356102
22271,4612.89929846133
20559,3980.11848315643
35111,6268.69848150192
34255,4793.11949180248
39391,3781.64300961496
23983,5947.9013698519
28263,5731.14355644724
15423,4137.68977285864
29975,4311.06872234876
5151,4406.40254124718
36823,6405.38794560531
10287,4572.37684077035
26551,7585.61056962794
871,5922.70296623035
11999,5728.78793682404
1727,6338.4186698149
4295,5860.67323198182
35967,5934.76515188649
2583,8575.64406421677
8575,4158.73303433697
11143,5939.91870376557
18847,3880.49296512486
19703,3526.04522140966
38535,8771.97746820225
24839,6206.30067902939
29119,5062.43997732821
27407,4688.48157187307
17991,4332.43145176566
17135,4551.76729736907
40247,4726.55089940415
14567,10408.289930694
25695,6560.45156470816
33399,4208.57751525494
15,5561.33142921342
12855,6355.44817077812
32543,4000.11635364437
21415,4652.45812862804
6863,3737.48475022583
9431,4185.5289886224
7719,3839.45254731794
6007,3654.84482963631
37679,7117.64664236994
31687,3634.73104701351
29976,3427.11143254684
10288,3223.57993534366
3440,3892.69061842061
8576,4120.03724213244
15424,4449.30639548499
17136,4180.8243760919
872,5023.79784832842
5152,4109.95702347965
35112,5353.25381374163
28264,3944.28807014587
32544,4249.22325608305
17992,3640.27254924932
20560,4139.05564709632
23128,5347.0533562847
29120,4235.03601677369
21416,4123.78042234893
2584,6656.0422431279
22272,3351.43148301701
11144,5056.74993595277
6864,3822.28441833314
26552,6682.9194016224
36824,4760.42262357388
24840,4764.19301817084
27408,4232.28176981075
33400,3904.70683528735
39392,4031.16678242312
40248,3766.93900248712
4296,3232.1958324637
31688,3721.41849133813
35968,4868.55087253672
23984,4974.32578513026
12856,5014.5290555256
9432,3525.56761510299
16,4542.86651829693
38536,7396.07683936617
34256,3433.26650830925
14568,6544.14607250055
7720,3639.86280690775
25696,5222.51321247369
30832,3380.74225769182
37680,5500.72943368588
1728,5752.60175202012
18848,3508.40675240642
6008,3835.87225217978
19704,3327.63380567287
13712,5751.23014997989
12000,4980.97299822013
16280,3673.63980946271
3441,5251.29579935228
15425,6483.23531137405
33401,5878.58896239253
10289,4242.59718061709
22273,4058.80161880261
28265,4700.05656920314
23129,5792.52079697894
9433,5021.24435035756
30833,4256.50115194608
34257,4504.76352857048
8577,4787.43526065763
11145,5607.69528755333
27409,5567.66348120378
19705,3789.88408227084
35113,5918.36590507
24841,6048.84247643429
36825,6026.59559566222
39393,6237.89158859013
29121,4609.46845200214
14569,8475.31085862563
21417,5891.79754900786
2585,8464.1062620488
4297,4388.15637863073
35969,5968.51411029525
26553,8252.35775166572
23985,6106.14443914341
32545,4336.185552445
5153,4703.30806889938
29977,3153.00073939275
38537,7971.58208431766
7721,4041.37762090461
13713,6253.33869476866
37681,5985.06370719428
16281,5182.61486471197
20561,4349.22607180293
40249,4461.52930512888
17137,4486.34980620118
31689,3909.92872897766
6865,4283.26903998591
12857,5809.19750084698
25697,5947.94675654061
17,5584.50786530228
1729,6647.61657224425
18849,4194.79003659555
6009,4516.13921436353
17993,4256.7610171245
12001,6207.05845241293
873,5548.04325819349
22274,6946.24743221139
33402,5564.02153839228
2586,13542.4915782057
23130,10553.3027808418
28266,8172.50158877727
35114,10256.7942856614
35970,9757.70506937055
8578,8991.1640002112
9434,4359.29415061471
10290,6144.91656507519
15426,5421.72310372314
24842,11267.5189242046
29978,6726.7710794735
7722,7793.48805984142
39394,4988.43317915754
14570,17085.7478763748
37682,10926.0530592725
23986,10465.7968965931
4298,7169.2106695463
30834,8456.07748227404
26554,13802.910690308
3442,5347.75214318777
12858,12337.6887695007
13714,12359.300285189
29122,8430.34003425067
27410,5874.97342212701
18850,8151.40479575725
40250,7250.07180092933
16282,8148.08565802781
21418,5514.73535471744
34258,7346.10371672991
18,9409.8551245978
11146,10553.4135004649
17138,9344.02229668541
36826,9919.44915998344
874,10718.3945210274
38538,14559.2710975996
25698,11076.8631621838
31690,8576.78924618732
5154,8098.27506544407
20562,8499.55596893769
32546,9149.90243751028
6866,8051.93242276619
17994,8492.24681387173
19706,7229.34217567363
12002,10534.256181542
1730,11047.4690480357
6010,7721.85646362866
4299,7824.05452375716
24843,10663.058645854
29123,9031.3960986491
34259,8063.3989518274
3443,8978.00152781286
35115,10174.4441288602
13715,14022.0023410183
8579,10459.7496034898
10291,8139.18429965541
25699,11128.5495376419
35971,11225.0323463931
23131,9483.56587855825
21419,9697.60258842525
36827,11386.6458288712
30835,8784.10899860245
15427,11725.4606006893
7723,9675.01437497548
27411,9449.53576473834
875,11209.2307473148
38539,15400.754486307
2587,13266.5858514017
16283,9349.70995156517
20563,10128.6569564099
37683,12923.9908524838
22275,7345.7603942901
11147,10463.631045073
28267,9105.25973111239
32547,10373.4744780826
17139,10515.4946840678
19707,8170.91159230662
9435,8715.03616726124
33403,9680.41412443495
40251,8497.94287639119
14571,14912.5347516899
31691,9131.64637476932
17995,9409.62178032924
12003,12048.840675955
23987,11434.0726553414
12859,12863.696412083
5155,8600.38943475002
6011,8592.23959154731
26555,13778.1180214316
18851,8675.87392120348
1731,12297.3466750309
39395,9554.56365212854
29979,8865.46643954351
19,10590.1255892734
6867,8753.24802113735
34260,6692.98559143361
3444,6916.95217462579
40252,6587.50825709778
23132,9813.22754164674
9436,6881.88342680612
5156,7497.73875913306
14572,17983.4052152048
22276,5944.05043630288
11148,9528.55445785424
19708,6628.90643129723
33404,6911.70917114146
10292,6855.59885817182
13716,12307.8365300594
2588,13080.612513409
25700,11523.7040875376
37684,12660.395318519
8580,8146.84230109974
31692,7906.79339055311
15428,7279.40978379115
35116,9965.69732825161
36828,10924.2920775601
32548,7796.7073880222
18852,6904.59296545478
38540,14403.7264984335
7724,7875.43799930181
29980,6861.02180125572
21420,6825.68967907557
20564,7455.67847057824
1732,11500.7890697634
4300,6633.77675333073
20,10004.2096973612
35972,10020.8260581297
28268,7474.04093783944
17140,8340.74694164283
24844,10260.5025592723
16284,6732.92051434987
27412,7364.96200597412
17996,6924.21320316311
26556,13656.5271634628
6868,7888.00734049548
12860,10708.5034059723
30836,7892.20659508849
876,10838.9089530524
39396,6529.74929525022
29124,7167.56288988483
6012,7728.85646948532
23988,10508.6970091871
12004,10352.9353747761
2589,12298.1559762557
9437,5185.13665291318
33405,6669.21601277657
14573,12911.74438351
5157,6104.85159765646
3445,5963.55190204186
35117,7933.32339989772
23133,8170.06216215676
4301,6980.99820945514
8581,7050.8338064986
34261,7141.91059038559
21421,6484.41653404919
28269,7843.24932769076
15429,6366.18086656204
30837,6394.27200507677
20565,6522.12419549234
7725,6480.44699530055
39397,6259.90917064921
10293,6293.11733563748
36829,8339.63327261621
29125,6525.09225700648
16285,7943.10567975891
877,8209.47021241009
31693,6215.72613930874
22277,6829.92277606214
17141,7407.06163743643
35973,7632.82154593329
26557,12340.5485038597
38541,12310.4427798621
18853,6565.60976114591
13717,10316.9175400584
24845,8753.46509006744
40253,6628.28682864634
6013,6043.62902430518
1733,9289.08973628776
11149,8488.85367927207
25701,9295.57731550443
32549,6343.23290653686
23989,7896.72441656661
17997,6857.63931793791
19709,5877.71990861308
29981,5453.92827534233
27413,6871.59872069605
12005,8674.13636372188
6869,6245.75036334756
12861,9449.97739898557
21,7552.8339703013
37685,8881.57228758269
21422,3295.21352076079
34262,4000.65059597458
9438,3689.46817602174
40254,3970.83502571172
16286,3934.48761105595
4302,3327.94491460256
2590,5872.49707998059
7726,3886.68340385565
30838,3473.72867255378
15430,3880.41152901586
23134,3956.77678585748
31694,3853.64541706455
20566,3273.40086754034
39398,3840.73465061533
14574,6358.14026042117
3446,3536.29230874279
5158,3199.76784431501
1734,5767.9585487484
17142,3560.30791487611
29982,3355.12299945997
35118,3995.96314596453
18854,3062.57565648193
13718,6209.33825028969
38542,6095.40818884313
28270,3974.38960649934
10294,3613.80391999338
29126,3358.63915192218
878,4283.44881884111
26558,5669.62694068277
32550,3671.24707704939
22278,3265.20777047107
8582,3946.41823126826
17998,3175.24091492805
24846,4192.64982442768
33406,3690.97131056669
6014,3718.66827724631
23990,5056.19044713973
35974,4804.08201507894
6870,3554.3862513753
37686,5474.22340021201
12006,5024.51670284164
22,4308.93907225817
19710,3283.06741091391
25702,5350.36957975621
27414,3560.00225848344
11150,3789.99977263727
12862,4624.83032392383
36830,4802.44634699569
2591,7206.79499702261
28271,5659.37736920999
14575,8298.9118051831
40255,5582.29769920618
17143,5575.77881446422
21423,4058.36800836456
3447,3777.67693983002
22279,5486.60207361728
12007,6117.73398488291
1735,5871.05209570094
29983,3906.41688001852
24847,6380.66132818272
23991,6476.0104203356
35975,6483.457933748
6015,4664.95420510552
20567,5297.41946676422
5159,5412.1332675194
35119,6852.61773965009
37687,6284.09598973701
38543,8020.61351427078
879,5679.83005933254
6871,4531.87308181211
16287,6425.48947751928
27415,4460.13787563571
15431,3861.41711437422
26559,7938.93235099993
12863,6675.16003323994
29127,5649.54507930923
13719,6547.50509663159
33407,4284.24157012032
39399,3851.73065702236
17999,4817.01741554404
23135,6823.05346057408
34263,5684.69178107187
25703,6513.72512284885
30839,5205.92123441704
8583,5500.35691937563
36831,6384.07650254881
32551,5704.16942908612
31695,4832.00139954371
10295,4727.68267936905
18855,4770.35926796955
9439,3336.19672222075
4303,5266.65571061929
19711,4575.77572102214
23,5499.69589973875
11151,6497.9695864247
7727,4783.0076993702
15432,2809.99210630092
28272,2941.17710431623
20568,3569.90526091198
3448,2554.03058513964
1736,5369.21917053168
17144,3610.85075173999
27416,2761.90497771556
33408,2708.35703435491
22280,2384.8457220038
40256,2834.43379396492
12864,5557.82615876939
13720,6132.95963525969
9440,2504.7575861569
11152,4981.75700455208
8584,4562.62618606742
29128,3704.53416948202
2592,6286.9197670893
880,4772.7169174692
38544,6761.23008820352
6872,3924.86874206818
35976,4749.90403620728
34264,2616.33938279648
39400,3038.48832362643
10296,2436.25308607193
23136,4797.501496668
7728,3944.37837165696
25704,5203.36452319278
23992,4714.51940612043
14576,6111.28356824186
4304,2400.6830861781
5160,3516.31416892854
30840,3792.80634520751
18000,3363.57693941653
37688,5415.07145098614
21424,2650.94985231091
35120,4905.2083059761
24,4146.95971208212
36832,5206.19932143744
24848,5253.10435229326
31696,3570.52851825254
16288,2590.96562361851
12008,4968.05231974128
26560,6618.55150369346
19712,3123.92596492701
18856,3373.66417298557
29984,2871.89125420049
6016,3625.46783125052
32552,4099.15845311915
20569,7074.62034819025
29129,7365.8331238492
881,7812.44395015541
28273,8406.66918612715
10297,7403.98199088296
27417,6331.93490793097
39401,5992.87266462839
23137,8090.82476606917
21425,6442.07078998557
22281,7382.22087813866
2593,10631.1319314271
8585,8033.46050220971
23993,8387.6795630972
33409,6158.22415950955
5161,6881.1417314777
19713,5730.88663209519
24849,8545.38498923526
9441,5872.07138875591
35121,7694.59494027283
13721,9720.28061669909
40257,7776.73632955625
29985,5942.70121465334
14577,11934.7666158065
34265,7753.5100263289
16289,8479.09484649979
15433,6415.20137440805
35977,7629.96097146891
26561,10249.8998741748
30841,6591.82629246748
36833,8559.19487684559
17145,7753.70230591599
7729,6688.37801499562
4305,7640.19993126394
25705,9136.09804981061
1737,8281.02643980921
31697,6749.35508435929
11153,8598.34714912205
25,7011.05283066397
18857,6696.90644289031
38545,9547.00294148629
3449,5876.52587005877
6017,6010.14901389364
18001,6931.84548549986
6873,6501.14988721212
37689,8990.91531137033
32553,7554.51266490785
12009,8454.26298499843
12865,9318.07957916663
28274,9025.1359171031
27418,8671.15850322786
33410,8622.11355691951
2594,16438.6572585625
1738,12680.2982190599
16290,8811.03560810438
7730,8034.60992321482
8586,9294.46914318092
4306,7784.21669122621
9442,7495.85103917483
35122,11594.4815649039
29130,8770.98190366377
23138,11200.4889938231
10298,7182.29694032978
21426,6758.11595531113
34266,8697.05869020048
36834,11104.4924875716
31698,8428.16127189652
18002,8380.17885444723
13722,11664.703520875
14578,18707.4571951603
26,10899.3250591122
24850,11334.1716118184
3450,8268.65107288123
15434,6471.17566718686
39402,7736.32029741631
882,11487.5900201079
29986,6753.25098052829
22282,6964.14580879823
25706,12168.5652050116
6874,8576.38841510533
5162,8226.33007570126
23994,11196.3556011268
30842,8205.53260928882
6018,8221.47471525533
12866,11471.8017883681
17146,9289.86056390312
38546,16973.6963626495
11154,11724.8790874449
12010,12020.5356286298
26562,15377.1245369796
40258,7867.07456863441
18858,8067.12216315448
32554,8940.31780637722
35978,10961.8760084407
19714,7184.38665460207
20570,7879.48025367065
37690,12248.1733229926
8587,9656.5211706316
27419,8323.79551284943
22283,9915.68444522738
35123,9502.61605774881
40259,8496.76770023339
34267,8648.31268112524
7731,8423.86167793168
2595,10422.5847944065
39403,5777.4843588464
19715,7618.68198791532
4307,9208.32327333171
15435,7389.16675480032
14579,11856.7543097679
21427,8210.16712218196
23139,9883.3177997761
33411,6857.27303686162
11155,9009.54310793813
17147,8135.19505194271
1739,10306.3745221156
10299,8030.2123613018
38547,11507.52598394
20571,8922.38625472071
35979,9589.81339953541
31699,8277.64663330168
29987,8411.63390366323
23995,9738.19928738912
13723,10077.0093621385
30843,9044.05025386104
9443,6543.4282890256
28275,10429.6351376189
